Order,Full Name,Ecosubsection,Ecosection,Ecoprovince,Ecosection_code,Ecoprovince_code
372,331C Central High Tablelands Section,331C,331C,331,53,13
373,331Ca Nebraska Sandhills Subsection,331Ca,331C,331,53,13
374,331Cb West Ogallala High Plains Subsection,331Cb,331C,331,53,13
375,331Cc Central Ogallala High Plains Subsection,331Cc,331C,331,53,13
376,331Cd South Ogallala High Plains Subsection,331Cd,331C,331,53,13
377,331Ce Western Sandsage-Mixed Pairie Subsection,331Ce,331C,331,53,13
378,331Cf South Arikaree High Plains Subsection,331Cf,331C,331,53,13
379,331D Northwestern Glaciated Plains Section,331D,331D,331,54,13
380,331Da Rocky Mountain Front Foothills Subsection,331Da,331D,331,54,13
381,331Db Montana Isolated Mountain Ranges Subsection,331Db,331D,331,54,13
382,331Dh Montana Glaciated Plains Subsection,331Dh,331D,331,54,13
383,331E Northeastern Glaciated Plains Section,331E,331E,331,55,13
384,331Ea Missouri Coteau Subsection,331Ea,331E,331,55,13
385,331F Western Great Plains Section,331F,331F,331,56,13
386,331Fb Shale Scablands Subsection,331Fb,331F,331,56,13
387,331Fd Missouri Plateau Subsection,331Fd,331F,331,56,13
388,331Fe Missouri Breaks Subsection,331Fe,331F,331,56,13
389,331Ff Dense Clay Prairie Subsection,331Ff,331F,331,56,13
390,331Fh White River Badlands Subsection,331Fh,331F,331,56,13
391,331Fj Pine Ridge Escarpment Subsection,331Fj,331F,331,56,13
392,331Fk High Plains Subsection,331Fk,331F,331,56,13
393,331Fm Hartsville Uplift Subsection,331Fm,331F,331,56,13
394,331Fn West Nebraska Sandy and Silty Tablelands Subsection,331Fn,331F,331,56,13
395,331Fr Goshen Hole Subsection,331Fr,331F,331,56,13
396,331Fs Northern Rolling Pierre Shale Plains Subsection,331Fs,331F,331,56,13
397,331Ft Keya Paha Tablelands Subsection,331Ft,331F,331,56,13
398,331Fu Missouri Plateau Subsection,331Fu,331F,331,56,13
399,331Fv River Breaks Subsection,331Fv,331F,331,56,13
400,331G Powder River Basin Section,331G,331G,331,57,13
401,331Gb Casper Arch-Buffalo Creek Subsection,331Gb,331G,331,57,13
402,331Gd Wolf Mountains Subsection,331Gd,331G,331,57,13
403,331Ge Powder River Basin Subsection,331Ge,331G,331,57,13
404,331Gf Southern Powder River Basin-Scoria Hills Subsection,331Gf,331G,331,57,13
405,331Gg Dissected High Plains Subsection,331Gg,331G,331,57,13
406,331Gi Snowy Foothills Subsection,331Gi,331G,331,57,13
407,331H Central High Plains Section,331H,331H,331,58,13
408,331Ha Southern Denver-Julesburg Basin Subsection,331Ha,331H,331,58,13
409,331Hb Western Central High Plains Subsection,331Hb,331H,331,58,13
410,331Hc Eastern Central High Plains Subsection,331Hc,331H,331,58,13
411,331He Northern Front Range Foothills Subsection,331He,331H,331,58,13
412,331Hf Denver-Julesburg Basin Subsection,331Hf,331H,331,58,13
413,331I Arkansas Tablelands Section,331I,331I,331,59,13
414,331Ia Picketwire Canyon Lands-Rolling Plains Subsection,331Ia,331I,331,59,13
415,331Ie Lower Arkansas-Big Sandy Valley Subsection,331Ie,331I,331,59,13
416,331If Arkansas Valley Tablelands Subsection,331If,331I,331,59,13
417,331Ig Arkansas Valley High Tablelands Subsection,331Ig,331I,331,59,13
418,331Ih Black Forest Subsection,331Ih,331I,331,59,13
419,331Ii Southern Front Range Foothills Subsection,331Ii,331I,331,59,13
420,331J Northern Rio Grande Basin Section,331J,331J,331,60,13
421,331Ja San Luis Valley Subsection,331Ja,331J,331,60,13
422,331Jb San Luis Hills Subsection,331Jb,331J,331,60,13
423,331Jc Mogotes Subsection,331Jc,331J,331,60,13
424,331Jd Southern San Luis Grasslands Subsection,331Jd,331J,331,60,13
425,331K North Central Highlands Section,331K,331K,331,61,13
426,331Ka Igneous-Core Mountains Non-Calcareous Foothills Subsection,331Ka,331K,331,61,13
427,331Kb Missouri Breaks Woodland-Scrubland Subsection,331Kb,331K,331,61,13
428,331Kd North Central Grassland Subsection,331Kd,331K,331,61,13
429,331Ke Sagebrush Steppe Subsection,331Ke,331K,331,61,13
430,331Kf Central Grassland Subsection,331Kf,331K,331,61,13
431,331Kh Judith Basin Grassland Subsection,331Kh,331K,331,61,13
432,331Ki Western Igneous-Core Mountains Non-Calcareous Foothills Subsection,331Ki,331K,331,61,13
433,331Kj Unglaciated Montana High Plains Subsection,331Kj,331K,331,61,13
434,331L Glaciated Northern Grasslands Section,331L,331L,331,62,13
435,331La Glaciated Northern Grasslands Subsection,331La,331L,331,62,13
436,331M Missouri Plateau Section,331M,331M,331,63,13
437,331Ma Moreau Prairie Subsection,331Ma,331M,331,63,13
438,331Mc Missouri Plateau Subsection,331Mc,331M,331,63,13
439,331Md Little Missouri Subsection,331Md,331M,331,63,13
440,331Me Missouri Plateau and River Breaks Subsection,331Me,331M,331,63,13
441,331Mf River Breaks Subsection,331Mf,331M,331,63,13
442,331Mh Western Missouri Plateau Subsection,331Mh,331M,331,63,13
443,331Mi Sagebrush Steppe Subsection,331Mi,331M,331,63,13
444,331N Belt Mountains Section,331N,331N,331,64,13
445,331Na Snowy Foothills Subsection,331Na,331N,331,64,13
446,331Nb Unglaciated Montana High Plains Subsection,331Nb,331N,331,64,13
447,331Nc Central Montana Broad Valleys Subsection,331Nc,331N,331,64,13
448,332 Great Plains Steppe Province,332,332,332,65,14
449,332A Northeastern Glaciated Plains Section,332A,332A,332,66,14
450,332Aa Glaciated Drift Plains Subsection,332Aa,332A,332,66,14
451,332Ab Souris Basin Subsection,332Ab,332A,332,66,14
452,332Ac Glaciated Outwash Plains Subsection,332Ac,332A,332,66,14
453,332Ad Souris Sand Deltas Subsection,332Ad,332A,332,66,14
454,332Ae Turtle Mountains Subsection,332Ae,332A,332,66,14
455,332B Western Glaciated Plains Section,332B,332B,332,67,14
456,332Ba Drift Plains Subsection,332Ba,332B,332,67,14
457,332Bb James River Lowland Subsection,332Bb,332B,332,67,14
458,332Bc Glacial Lake Dakota Subsection,332Bc,332B,332,67,14
459,332Bd Southern Missouri Coteau Slope Subsection,332Bd,332B,332,67,14
460,332Be Southern Missouri Coteau Slope Subsection,332Be,332B,332,67,14
461,332C Nebraska Sand Hills Section,332C,332C,332,68,14
462,332Ca Northern and Western Sand Hills Subsection,332Ca,332C,332,68,14
463,332Cb Sand Hills Borders Subsection,332Cb,332C,332,68,14
464,332Cc Central Nebraska Loess Hills Subsection,332Cc,332C,332,68,14
465,332Cd West Central Lakes Subsection,332Cd,332C,332,68,14
466,332Ce Western Loess and Till Plains Subsection,332Ce,332C,332,68,14
467,332Cf Central Platte Valley Subsection,332Cf,332C,332,68,14
468,332D North Central Great Plains Section,332D,332D,332,69,14
469,332Da Ponca Plains Subsection,332Da,332D,332,69,14
470,332Dd Southern Missouri Coteau Slope Subsection,332Dd,332D,332,69,14
471,332De Southern Missouri Coteau Subsection,332De,332D,332,69,14
472,332Df Southern River Breaks Subsection,332Df,332D,332,69,14
473,332Dg Dakota-Nebraska Eroded Tablelands Subsection,332Dg,332D,332,69,14
474,332E South Central Great Plains Section,332E,332E,332,70,14
475,332Ea Smokey Hills Subsection,332Ea,332E,332,70,14
476,332Ef Eastern Arkansas River Lowlands Subsection,332Ef,332E,332,70,14
477,332En Eastern Sand Sage-Mixed Prairie Subsection,332En,332E,332,70,14
478,332F South Central and Red Bed Plains Section,332F,332F,332,71,14
479,332Fa Northern South Central and Red Bed Plains Subsection,332Fa,332F,332,71,14
480,332Fb Southern South Central and Red Bed Plains Subsection,332Fb,332F,332,71,14
481,332Fc Eastern South Central and Red Bed Plains Subsection,332Fc,332F,332,71,14
482,332Fd Canadian River Dune Belt Subsection,332Fd,332F,332,71,14
483,M331 Southern Rocky Mountain Steppe - Open Woodland - Coniferous Forest - Alpine Meadow Province ,M331,M331,M331,72,15
485,M331A Yellowstone Highlands Section,M331A,M331A,M331,73,15
486,M331Aa Absaroka-Gallatin Mountains Subsection,M331Aa,M331A,M331,73,15
487,M331Ab Pitchstone Plateau Subsection,M331Ab,M331A,M331,73,15
488,M331Ac Throughfare Uplands Subsection,M331Ac,M331A,M331,73,15
489,M331Ad Absaroka Range Subsection,M331Ad,M331A,M331,73,15
490,M331Ae Falls River Subsection,M331Ae,M331A,M331,73,15
491,M331Ag North Absaroka Range Subsection,M331Ag,M331A,M331,73,15
492,M331Ah Beartooth Mountains Subsection,M331Ah,M331A,M331,73,15
493,M331Ai Absaroka Sedimentary Mountains Subsection,M331Ai,M331A,M331,73,15
494,M331Aj South Absaroka Range Subsection,M331Aj,M331A,M331,73,15
495,M331Ak Absaroka-Gallatin Mountains Subsection,M331Ak,M331A,M331,73,15
496,M331Al Central Montana Broad Valleys Subsection,M331Al,M331A,M331,73,15
497,M331Am Gallatin Foothills-Spanish Peaks Subsection,M331Am,M331A,M331,73,15
498,M331Ap Madison Mountains Subsection,M331Ap,M331A,M331,73,15
499,M331Ar Beartooth Front Subsection,M331Ar,M331A,M331,73,15
500,M331As Island Park Subsection,M331As,M331A,M331,73,15
501,M331At Pinyon Peak-Two Ocean Plateau Subsection,M331At,M331A,M331,73,15
502,M331B Bighorn Mountains Section,M331B,M331B,M331,74,15
503,"M331Ba Bighorn Mountains, Sedimentary Subsection",M331Ba,M331B,M331,74,15
504,"M331Bb Bighorn Mountains, Granitic-Gneiss Subsection",M331Bb,M331B,M331,74,15
505,M331D Overthrust Mountains Section,M331D,M331D,M331,75,15
506,M331Da Red Mountains-Leidy Uplands Subsection,M331Da,M331D,M331,75,15
507,M331Db Teton Range Subsection,M331Db,M331D,M331,75,15
508,M331Dc Jackson Hole Subsection,M331Dc,M331D,M331,75,15
509,M331Dd Caribou-Snake River Range Subsection,M331Dd,M331D,M331,75,15
510,M331Df Wyoming-Salt River-Gros Ventre Ranges Subsection,M331Df,M331D,M331,75,15
511,M331Di Cache Valley Subsection,M331Di,M331D,M331,75,15
512,M331Dk Portneuf Range Subsection,M331Dk,M331D,M331,75,15
513,M331Dm Southwestern Overthrust Belt Mountains Subsection,M331Dm,M331D,M331,75,15
514,M331Dn Northern Wasatch Range Subsection,M331Dn,M331D,M331,75,15
515,M331Do Bear River Front Range Subsection,M331Do,M331D,M331,75,15
516,M331Dq Northern Wasatch Mountains Subsection,M331Dq,M331D,M331,75,15
517,M331Dr Front Wasatch Mountains Subsection,M331Dr,M331D,M331,75,15
518,M331Du Bannock-Malad-Pocatello Ranges Subsection,M331Du,M331D,M331,75,15
519,M331Dv Southern Bear River-Wasatch Ranges Subsection,M331Dv,M331D,M331,75,15
520,M331Dw Wasatch Valleys and Hills Subsection,M331Dw,M331D,M331,75,15
521,M331Dx Mt. Timpanogos-Southern Wasatch Front Subsection,M331Dx,M331D,M331,75,15
522,M331Dy Southern Wasatch Range Subsection,M331Dy,M331D,M331,75,15
523,M331Dz Strawberry Valley-Current Creek Subsection,M331Dz,M331D,M331,75,15
524,M331E Uinta Mountains Section,M331E,M331E,M331,76,15
525,M331Ea Kamas Uplands Subsection,M331Ea,M331E,M331,76,15
526,M331Eb Western High Uintas Subsection,M331Eb,M331E,M331,76,15
527,M331Ec North Slope Uinta Mountains Subsection,M331Ec,M331E,M331,76,15
528,M331Ed Clay Basin-Corson Peak Uplands Subsection,M331Ed,M331E,M331,76,15
529,M331Ee Dutch John-Cold Spring Mountain Subsection,M331Ee,M331E,M331,76,15
530,M331Eg Douglas Mountain Highlands Subsection,M331Eg,M331E,M331,76,15
531,M331Eh Blue Mountain Highlands Subsection,M331Eh,M331E,M331,76,15
532,M331Ei Diamond Mountain Highlands Subsection,M331Ei,M331E,M331,76,15
533,M331Ej Little Mountain Subsection,M331Ej,M331E,M331,76,15
534,M331Ek Trout Creek Peak Highlands Subsection,M331Ek,M331E,M331,76,15
535,M331El Johnny Star Flat Foothills Subsection,M331El,M331E,M331,76,15
536,M331Em West Fork Duchesne River-Soapstone Mountain Subsection,M331Em,M331E,M331,76,15
537,M331F Southern Parks and Rocky Mountain Range Section,M331F,M331F,M331,77,15
538,M331Fa Sangre de Cristo Subsection,M331Fa,M331F,M331,77,15
539,M331Fb Wet Mountains Subsection,M331Fb,M331F,M331,77,15
540,M331Fc Wet Mountain Valley Subsection,M331Fc,M331F,M331,77,15
541,M331Ff Raton Basin Subsection,M331Ff,M331F,M331,77,15
542,M331Fg Sangre de Cristo Mountains Woodland Subsection,M331Fg,M331F,M331,77,15
543,M331Fh Sangre de Cristo Mountains Coniferous Forest Subsection,M331Fh,M331F,M331,77,15
544,M331G South Central Highlands Section,M331G,M331G,M331,78,15
545,M331Gc Gunnison Basin-Black Canyon Subsection,M331Gc,M331G,M331,78,15
546,M331Gd San Juan Hills Subsection,M331Gd,M331G,M331,78,15
547,M331Gf Hills and Plateaus Subsection,M331Gf,M331G,M331,78,15
548,M331Gk Brazos Uplift Subsection,M331Gk,M331G,M331,78,15
549,M331Gm Jemez and San Pedro Mountains Coniferous Forest Subsection,M331Gm,M331G,M331,78,15
550,M331Gn San Juan Mountains West Subsection,M331Gn,M331G,M331,78,15
551,M331Gq San Juan Mountains Central Subsection,M331Gq,M331G,M331,78,15
552,M331Gs San Juan Mountains South Central Subsection,M331Gs,M331G,M331,78,15
553,M331Gu San Juan Mountains-Weminuche Wilderness Subsection,M331Gu,M331G,M331,78,15
554,M331Gv San Juan Mountains-South San Juan Wilderness Subsection,M331Gv,M331G,M331,78,15
555,M331H North Central Highlands and Rocky Mountains Section,M331H,M331H,M331,79,15
556,M331Ha Elkhead Mountains Subsection,M331Ha,M331H,M331,79,15
557,M331Hb Williams Fork Mountains and Hills Subsection,M331Hb,M331H,M331,79,15
558,M331Hd Flat Tops Subsection,M331Hd,M331H,M331,79,15
559,M331Hf Lower Roaring Fork Valley Subsection,M331Hf,M331H,M331,79,15
560,M331Hg Grande Hogback Subsection,M331Hg,M331H,M331,79,15
561,M331Hh Hardscabble-Red and White Mountains Subsection,M331Hh,M331H,M331,79,15
562,M331Hl Divide and Plateau Creeks Uplands Subsection,M331Hl,M331H,M331,79,15
563,M331Hm Grand Mesa Break Subsection,M331Hm,M331H,M331,79,15
564,M331Hn West Elks Subsection,M331Hn,M331H,M331,79,15
565,M331Hp Grand Mesa Subsection,M331Hp,M331H,M331,79,15
566,M331I Northern Parks and Ranges Section,M331I,M331I,M331,80,15
567,M331Ib North Front Range Subsection,M331Ib,M331I,M331,80,15
568,M331Ic North Laramie Mountains Subsection,M331Ic,M331I,M331,80,15
569,M331Id South Laramie Mountains Subsection,M331Id,M331I,M331,80,15
570,M331Ig Mosquito-Gore Range Subsection,M331Ig,M331I,M331,80,15
571,M331Ih Platte River Subsection,M331Ih,M331I,M331,80,15
572,M331Ii Northern Arkansas Granitics-39 Mile Mountain Subsection,M331Ii,M331I,M331,80,15
573,M331Ij South Park Subsection,M331Ij,M331I,M331,80,15
574,M331Ik Sawatch Range Subsection,M331Ik,M331I,M331,80,15
575,M331Il Upper Arkansas Valley Subsection,M331Il,M331I,M331,80,15
576,M331In Pikes Peak-Rampart Range Subsection,M331In,M331I,M331,80,15
577,M331Io North Park Subsection,M331Io,M331I,M331,80,15
578,M331Ip Indian Peaks-Williams Mountains Subsection,M331Ip,M331I,M331,80,15
579,M331Iq Zirkle Range Subsection,M331Iq,M331I,M331,80,15
580,M331Ir Rabbit Ears Range Subsection,M331Ir,M331I,M331,80,15
581,M331Is Middle Park Subsection,M331Is,M331I,M331,80,15
582,M331It Winter Park Subsection,M331It,M331I,M331,80,15
583,M331Iu Park-Sierra Madre Ranges Subsection,M331Iu,M331I,M331,80,15
584,M331Iv Medicine Bow Mountains Subsection,M331Iv,M331I,M331,80,15
585,M331Iw Elk Mountains Subsection,M331Iw,M331I,M331,80,15
586,M331J Wind River Mountains Section,M331J,M331J,M331,81,15
587,M331Ja Wind River Mountains Subsection,M331Ja,M331J,M331,81,15
588,M331Jb Wind River Mountains Flatirons Subsection,M331Jb,M331J,M331,81,15
589,M332 Middle Rocky Mountain Steppe – Coniferous Forest - Alpine Meadow Province,M332,M332,M332,82,16
591,M332A Idaho Batholith Section,M332A,M332A,M332,83,16
592,M332Aa Lochsa-Salmon Breaklands Subsection,M332Aa,M332A,M332,83,16
593,M332Aaa Cabin Creek Peak Subsection,M332Aaa,M332A,M332,83,16
594,M332Ab Central Idaho Glaciated Mountains Subsection,M332Ab,M332A,M332,83,16
595,M332Abb Stanley Basin-Sawtooth Valley Subsection,M332Abb,M332A,M332,83,16
596,M332Ac Central Idaho Mountains and Basins Subsection,M332Ac,M332A,M332,83,16
597,M332Ad South Fork Payette Canyon and Stream Cut Lands Canyon Subsection,M332Ad,M332A,M332,83,16
598,M332Ae Upper Middle Fork Boise River Subsection,M332Ae,M332A,M332,83,16
599,M332Af Boise Basin Lands Subsection,M332Af,M332A,M332,83,16
600,M332Ag Boise Ridge Subsection,M332Ag,M332A,M332,83,16
601,M332Ah Middle Fork Payette Canyon and Stream Cut Lands Subsection,M332Ah,M332A,M332,83,16
602,"M332Ai Bear Valley, Landmark Basin and Uplands Subsection",M332Ai,M332A,M332,83,16
603,M332Aj Ant Butte-Meadows Valley Subsection,M332Aj,M332A,M332,83,16
604,M332Ak Long Valley Basin Subsection,M332Ak,M332A,M332,83,16
605,M332Al Long Valley Foothills Subsection,M332Al,M332A,M332,83,16
606,M332All Chamberlain Basin Subsection,M332All,M332A,M332,83,16
607,M332Am Fitsum Peak Glaciated Lands Subsection,M332Am,M332A,M332,83,16
608,M332An Bruin Mountain Subsection,M332An,M332A,M332,83,16
609,M332Ao Salmon River Canyon lands Subsection,M332Ao,M332A,M332,83,16
610,M332Ap Copper Mountain-Point of Rock Subsection,M332Ap,M332A,M332,83,16
611,M332Aq Danskin Mountains and Valleys Subsection,M332Aq,M332A,M332,83,16
612,M332Ar Big Horn Crags Subsection,M332Ar,M332A,M332,83,16
613,M332As Stanley Uplands Subsection,M332As,M332A,M332,83,16
614,M332At Sawtooth Range Subsection,M332At,M332A,M332,83,16
615,M332Au Middle and South Forks Boise River Subsection,M332Au,M332A,M332,83,16
616,M332Av Weiser River Valley and Uplands Subsection,M332Av,M332A,M332,83,16
617,M332Aw Soldier Mountain Foothills Subsection,M332Aw,M332A,M332,83,16
618,M332Ax Upper Salmon River Canyonlands Subsection,M332Ax,M332A,M332,83,16
619,M332Ay South Fork Boise River Uplands Subsection,M332Ay,M332A,M332,83,16
620,M332Az Panther Creek Mountain Subsection,M332Az,M332A,M332,83,16
621,M332B Northern Rockies and Bitterroot Valley Section,M332B,M332B,M332,84,16
622,M332Ba Bitterroot Glaciated Canyons Subsection,M332Ba,M332B,M332,84,16
623,M332Bb Bitterroot-Frenchtown Valleys Subsection,M332Bb,M332B,M332,84,16
624,M332Bc South Anaconda-Bitterroot Mountains Subsection,M332Bc,M332B,M332,84,16
625,M332Bd Anaconda/Flint Creek Mountains Subsection,M332Bd,M332B,M332,84,16
626,M332Be Flint Creek-Upper Willow Creek Basins Subsection,M332Be,M332B,M332,84,16
627,M332Bf Continental Divide Foothills Subsection,M332Bf,M332B,M332,84,16
628,M332Bg Garnet-Sapphire Mountains Subsection,M332Bg,M332B,M332,84,16
629,M332Bh Whitefish-Swan Mountains Subsection,M332Bh,M332B,M332,84,16
630,M332Bj Deerlodge Valley Subsection,M332Bj,M332B,M332,84,16
631,M332Bl Clark Fork Valley and Mountains Subsection,M332Bl,M332B,M332,84,16
632,M332Bp Avon-Nevada Valleys Subsection,M332Bp,M332B,M332,84,16
633,M332D Belt Mountains Section,M332D,M332D,M332,85,16
634,M332Db Little Belt-Snown-Judith Moutains Subsection,M332Db,M332D,M332,85,16
635,M332Dc Crazy Mountains Subsection,M332Dc,M332D,M332,85,16
636,M332De Big Belt Foothills Subsection,M332De,M332D,M332,85,16
637,M332Df Continental Divide Foothills Subsection,M332Df,M332D,M332,85,16
638,M332Dh Big Belt Mountains Subsection,M332Dh,M332D,M332,85,16
639,M332Dj Boulder-Elkhorn Mountains Subsection,M332Dj,M332D,M332,85,16
640,M332Dk Central Montana Broad Valleys Subsection,M332Dk,M332D,M332,85,16
641,M332Dp Bridger Mountains and Foothills Subsection,M332Dp,M332D,M332,85,16
642,M332E Beaverhead Mountain Section,M332E,M332E,M332,86,16
643,M332Eb Northern Lost River Range Mountains Subsection,M332Eb,M332E,M332,86,16
644,M332Ebb East Pioneer Mountains Subsection,M332Ebb,M332E,M332,86,16
645,M332Ee Bitterroot Range Subsection,M332Ee,M332E,M332,86,16
646,M332Eee West Pioneer Mountains Subsection,M332Eee,M332E,M332,86,16
647,M332Eg Anaconda Mountains Subsection,M332Eg,M332E,M332,86,16
648,M332Egg Lemhi and Birch Creek Valleys Subsection,M332Egg,M332E,M332,86,16
649,M332Eh Northern Lemhi Range Subsection,M332Eh,M332E,M332,86,16
650,M332Ehh East Bitterroot Range-Big Hole Divide Subsection,M332Ehh,M332E,M332,86,16
651,M332Ej Southwest Montana Intermontane Basins and Valleys Subsection,M332Ej,M332E,M332,86,16
652,M332Ek Southern Lemhi Range Subsection,M332Ek,M332E,M332,86,16
653,M332Ekk Ruby-Tobacco Root Mountains Subsection,M332Ekk,M332E,M332,86,16
654,M332En Salmon Front Subsection,M332En,M332E,M332,86,16
655,M332Enn Gravelly-Snowcrest Mountains Subsection,M332Enn,M332E,M332,86,16
656,M332Ep Blacktail Mountains Subsection,M332Ep,M332E,M332,86,16
657,M332Er Southern Beaverhead Mountains Subsection,M332Er,M332E,M332,86,16
658,M332Ez Pahsimeroi-Round-Big Lost-Little Lost River Valleys Subsection,M332Ez,M332E,M332,86,16
659,M332F Challis Volcanics Section,M332F,M332F,M332,87,16
660,M332Fa Pioneer Foothills Subsection,M332Fa,M332F,M332,87,16
661,M332Fb Smokey Mountains Subsection,M332Fb,M332F,M332,87,16
662,M332Fc Pioneer Mountains Subsection,M332Fc,M332F,M332,87,16
663,M332Fd North Fork Big Lost River-Copper Basin-White Knob Mountains Subsection,M332Fd,M332F,M332,87,16
665,M332Fg Yankee Fork-East Salmon River Mountains Subsection,M332Fg,M332F,M332,87,16
666,M332Fh East Fork Salmon River Mountains Subsection,M332Fh,M332F,M332,87,16
667,M332Fi Monumental Summit Mountains Subsection,M332Fi,M332F,M332,87,16
668,M332G Blue Mountains Section,M332G,M332G,M332,88,16
669,M332Gb John Day-Clarno Highlands Subsection,M332Gb,M332G,M332,88,16
670,M332Gc Maritime Influenced Forest Subsection,M332Gc,M332G,M332,88,16
671,M332Gd Snake River Canyons and Dissected Uplands Subsection,M332Gd,M332G,M332,88,16
672,M332Ge Wallowa-Seven Devils Mountains Subsection,M332Ge,M332G,M332,88,16
673,M332Gf Canyons and Dissected Highlands Subsection,M332Gf,M332G,M332,88,16
674,M332Gh Continental Highlands Subsection,M332Gh,M332G,M332,88,16
675,M332Gk Continental Uplands Subsection,M332Gk,M332G,M332,88,16
676,M332Gl Cold Moist Volcanic Ash Forest Subsection,M332Gl,M332G,M332,88,16
677,M332Gm Subalpine Mountains Subsection,M332Gm,M332G,M332,88,16
678,M332Gp Hornet Plateau Subsection,M332Gp,M332G,M332,88,16
679,M333 Northern Rocky Mountain Forest – Steppe - Coniferous Forest - Alpine Meadow Province,M333,M333,M333,89,17
681,M333A Okanogan Highland Section,M333A,M333A,M333,90,17
682,M333Aa Inland Maritime Foothills and Valley Subsection,M333Aa,M333A,M333,90,17
683,M333Ab Selkirk Mountains Subsection,M333Ab,M333A,M333,90,17
684,M333Ac Northern Idaho Hills and Low Mountain Subsection,M333Ac,M333A,M333,90,17
685,M333Ad Western Selkirk Maritime Forest Subsection,M333Ad,M333A,M333,90,17
686,M333Ae Columbia Valley and Foothills Subsection,M333Ae,M333A,M333,90,17
687,M333Ag Okanogan Highland Dry Forest Subsection,M333Ag,M333A,M333,90,17
688,M333Ah Okanogan Semiarid Foothills Subsection,M333Ah,M333A,M333,90,17
689,M333Ai Spokane Valley Outwash Plains Subsection,M333Ai,M333A,M333,90,17
690,M333B Flathead Valley Section,M333B,M333B,M333,91,17
691,M333Ba Purcell-North Cabinet Mountains Subsection,M333Ba,M333B,M333,91,17
692,M333Bb Salish Mountains Subsection,M333Bb,M333B,M333,91,17
693,M333Bc Flathead River Valley Subsection,M333Bc,M333B,M333,91,17
694,M333C Northern Rockies Section,M333C,M333C,M333,92,17
695,M333Ca Livingston Mountains Subsection,M333Ca,M333C,M333,92,17
696,"M333Cb Canadian Rockies-Whitefish, Swan Mountains Subsection",M333Cb,M333C,M333,92,17
697,M333Cc Mission-Swan Valley-Flathead River Subsection,M333Cc,M333C,M333,92,17
698,M333Ce Flathead Thrust Faulted Mountains Subsection,M333Ce,M333C,M333,92,17
699,M333Cf Northern Rocky Mountain Front Subsection,M333Cf,M333C,M333,92,17
700,M333Cg Middle Rocky Mountain Front Subsection,M333Cg,M333C,M333,92,17
701,M333Ch Southern Rocky Mountain Front Subsection,M333Ch,M333C,M333,92,17
702,M333D Bitterroot Mountains Section,M333D,M333D,M333,93,17
703,M333Da Coeur d’Alene Mountains Subsection,M333Da,M333D,M333,93,17
704,M333Db St. Joe-Bitterroot Mountains Subsection,M333Db,M333D,M333,93,17
705,M333Dc Clark Fork Valley and Mountains Subsection,M333Dc,M333D,M333,93,17
706,M333Dd North Idaho Hills and Valleys Subsection,M333Dd,M333D,M333,93,17
707,M333De Clearwater Mountains and Breaks Subsection,M333De,M333D,M333,93,17
708,M334 Black Hills Coniferous Forest Province,M334,M334,M334,94,18
709,M334A Black Hills Section,M334A,M334A,M334,95,18
710,M334Aa Black Hills Foothills Subsection,M334Aa,M334A,M334,95,18
711,M334Ab Black Hills Limestone Plateau-Core Highlands Subsection,M334Ab,M334A,M334,95,18
712,341 Intermountain Semi-Desert and Desert Province,341,341,341,96,19
713,341A Bonneville Basin Section,341A,341A,341,97,19
714,341Aa Escalante Desert Subsection,341Aa,341A,341,97,19
715,341Ab Mineral Mountains Subsection,341Ab,341A,341,97,19
716,341Ac Needle-Wah Wah-Confusion Mountains Subsection,341Ac,341A,341,97,19
717,341Ap Stansbury Range Subsection,341Ap,341A,341,97,19
718,341Aq Canyon Mountain Range Subsection,341Aq,341A,341,97,19
719,341Ar Grassy-Lakeside-Hogup Mountains and Valleys Subsection,341Ar,341A,341,97,19
720,341As Great Salt Lake Basin Subsection,341As,341A,341,97,19
721,341At Great Salt Lake Desert Subsection,341At,341A,341,97,19
722,341Au Southern Salt Lake Mountains and Valleys Subsection,341Au,341A,341,97,19
723,341Av Northern Sevier Desert Mountains and Valleys Subsection,341Av,341A,341,97,19
724,341Aw Sevier Desert Subsection,341Aw,341A,341,97,19
725,341Ax Sevier Lake-Western Utah Mountains and Valleys Subsection,341Ax,341A,341,97,19
726,341B Northern Canyonlands Section,341B,341B,341,98,19
727,341Ba Mancos Shale Lowlands-Grand Valley Subsection,341Ba,341B,341,98,19
728,341Bb San Rafael Swell Subsection,341Bb,341B,341,98,19
729,341Bc San Rafael Desert Subsection,341Bc,341B,341,98,19
730,341Bd Salt Anticline Benchlands Subsection,341Bd,341B,341,98,19
731,341Be Dove Creek-Egnar Plains Subsection,341Be,341B,341,98,19
732,341Bf Capital Reef-Waterpocket Fold Subsection,341Bf,341B,341,98,19
733,341Bg Northeast Flank Subsection,341Bg,341B,341,98,19
734,341Bh Abajo Mountains Subsection,341Bh,341B,341,98,19
735,341Bj Canyon Lands Subsection,341Bj,341B,341,98,19
736,341Bk La Sal Mountains Subsection,341Bk,341B,341,98,19
737,341Bm Henry Mountains Subsection,341Bm,341B,341,98,19
738,341Bn Hatch Point-Dry Valley Subsection,341Bn,341B,341,98,19
739,341Bo North Uncompahgre Plateau Subsection,341Bo,341B,341,98,19
740,341Bp Uncompahgre Plateau Subsection,341Bp,341B,341,98,19
741,341Bq South Uncompahgre Plateau Subsection,341Bq,341B,341,98,19
